ID,commune_ID,localite,localite_ID,source
2745,30302,ahol‹© banja,bureau_30302078,voting_lists
2746,30302,deigna,bureau_30302079,voting_lists
2747,30302,noufawa,bureau_30302080,voting_lists
2748,30302,chaka fach‹© 1,bureau_30302081,voting_lists
2749,30302,chaka fach‹© 2,bureau_30302082,voting_lists
2750,30302,kouka bakoye 1,bureau_30302083,voting_lists
2751,30302,kouka bakoye 2,bureau_30302084,voting_lists
2752,30302,kouka bakoye 3,bureau_30302085,voting_lists
2753,30302,kouka bakoye 4,bureau_30302086,voting_lists
2754,30302,kouka bakoye 5,bureau_30302087,voting_lists
2755,30302,dandagoum,bureau_30302088,voting_lists
2756,30302,argoum 1,bureau_30302089,voting_lists
2757,30302,argoum 2,bureau_30302090,voting_lists
2758,30302,darogi massoyi,bureau_30302091,voting_lists
2759,30302,kourfa tsaouna,bureau_30302092,voting_lists
2760,30302,gombara et bantas,bureau_30302093,voting_lists
2761,30302,liguido 1,bureau_30302094,voting_lists
2762,30302,liguido 2,bureau_30302095,voting_lists
2763,30302,liguido 3,bureau_30302096,voting_lists
2764,30302,bagdad 4,bureau_30302097,voting_lists
2765,30302,bagdad 5,bureau_30302098,voting_lists
2766,30302,mazouga 1,bureau_30302099,voting_lists
2767,30302,mazouga 2,bureau_30302100,voting_lists
2768,30302,mazouga 3,bureau_30302101,voting_lists
2769,30302,adoua,bureau_30302102,voting_lists
2770,30302,tall‹©,bureau_30302103,voting_lists
2771,30302,garin sarki,bureau_30302104,voting_lists
2772,30302,argoum peulh,bureau_30302105,voting_lists
2773,30302,maikegu‹© peulh,bureau_30302106,voting_lists
2774,30302,doudou peulh,bureau_30302107,voting_lists
2775,30302,angoual goub‹© peulh 1,bureau_30302108,voting_lists
2776,30303,adoulala 1,bureau_30303001,voting_lists
2777,30303,adoulala 2,bureau_30303002,voting_lists
2778,30303,akora peulh,bureau_30303003,voting_lists
2779,30303,agoumbi,bureau_30303004,voting_lists
2780,30303,angoua kara jirkita 1,bureau_30303005,voting_lists
2781,30303,angoua kara jirkita 2,bureau_30303006,voting_lists
2782,30303,angoua kara jirkita 3,bureau_30303007,voting_lists
2783,30303,angoua kara jirkita 4,bureau_30303008,voting_lists
2784,30303,balessa 1,bureau_30303009,voting_lists
2785,30303,balessa 2,bureau_30303010,voting_lists
2786,30303,balessa 3,bureau_30303011,voting_lists
2787,30303,birbilo,bureau_30303012,voting_lists
2788,30303,bourgou 1,bureau_30303013,voting_lists
2789,30303,bourgou 2,bureau_30303014,voting_lists
2790,30303,bourgou peulh,bureau_30303015,voting_lists
2791,30303,chadake dan marke,bureau_30303016,voting_lists
2792,30303,changnassou,bureau_30303017,voting_lists
2793,30303,cangnaye,bureau_30303018,voting_lists
2794,30303,dodora,bureau_30303019,voting_lists
2795,30303,doka intike,bureau_30303020,voting_lists
2796,30303,dogon kirya 1,bureau_30303021,voting_lists
2797,30303,dogon kirya 2,bureau_30303022,voting_lists
2798,30303,dogon kirya 3,bureau_30303023,voting_lists
2799,30303,dogon kirya 4,bureau_30303024,voting_lists
2800,30303,doula,bureau_30303025,voting_lists
2801,30303,erofa,bureau_30303026,voting_lists
2802,30303,gatchinkaye 1,bureau_30303027,voting_lists
2803,30303,gatchinkaye 2,bureau_30303028,voting_lists
2804,30303,boboye,bureau_30303029,voting_lists
2805,30303,illele akoura 1,bureau_30303030,voting_lists
2806,30303,illele akoura 2,bureau_30303031,voting_lists
2807,30303,issakichi 1,bureau_30303032,voting_lists
2808,30303,issakichi 2,bureau_30303033,voting_lists
2809,30303,issakichi 3,bureau_30303034,voting_lists
2810,30303,issakichi 4,bureau_30303035,voting_lists
2811,30303,issakichi 5,bureau_30303036,voting_lists
2812,30303,issakichi 6,bureau_30303037,voting_lists
2813,30303,kaiwa fako 1,bureau_30303038,voting_lists
2814,30303,kaiwa fako 2,bureau_30303039,voting_lists
2815,30303,kaiwa ganwo 1,bureau_30303040,voting_lists
2816,30303,kaiwa ganwo 2,bureau_30303041,voting_lists
2817,30303,kalala,bureau_30303042,voting_lists
2818,30303,kartchalou 1,bureau_30303043,voting_lists
2819,30303,kartchalou 2,bureau_30303044,voting_lists
2820,30303,kassonikahe 1,bureau_30303045,voting_lists
2821,30303,kassonikahe 2,bureau_30303046,voting_lists
2822,30303,kasseri serkin noma,bureau_30303047,voting_lists
2823,30303,kawara 1,bureau_30303048,voting_lists
2824,30303,kawara 2,bureau_30303049,voting_lists
2825,30303,koroma,bureau_30303050,voting_lists
2826,30303,koumari,bureau_30303051,voting_lists
2827,30303,koumari bouba 1,bureau_30303052,voting_lists
2828,30303,koumari bouba 2,bureau_30303053,voting_lists
2829,30303,koutoumbou 1,bureau_30303054,voting_lists
2830,30303,koutoumbou 2,bureau_30303055,voting_lists
2831,30303,koutoumbou 3,bureau_30303056,voting_lists
2832,30303,koutoumbou 4,bureau_30303057,voting_lists
2833,30303,linke peulh,bureau_30303058,voting_lists
2834,30303,madaka,bureau_30303059,voting_lists
2835,30303,madatchi,bureau_30303060,voting_lists
2836,30303,mai gagerou,bureau_30303061,voting_lists
2837,30303,mai guige,bureau_30303062,voting_lists
2838,30303,maimakane 1,bureau_30303063,voting_lists
2839,30303,maimakane 2,bureau_30303064,voting_lists
2840,30303,maimakane 3,bureau_30303065,voting_lists
2841,30303,makourdi,bureau_30303066,voting_lists
2842,30303,marjak1,bureau_30303067,voting_lists
2843,30303,marjak 2,bureau_30303068,voting_lists
2844,30303,mai kemare,bureau_30303069,voting_lists
2845,30303,roumpo peulh,bureau_30303070,voting_lists
2846,30303,sabon gari makon,bureau_30303071,voting_lists
2847,30303,soucoucoutane peulh,bureau_30303072,voting_lists
2848,30303,soudounkwi,bureau_30303073,voting_lists
2849,30303,tambagani 1,bureau_30303074,voting_lists
2850,30303,tambagani 2,bureau_30303075,voting_lists
2851,30303,toudou baouchi dagna,bureau_30303076,voting_lists
2852,30303,toudou dounka,bureau_30303077,voting_lists
2853,30303,toudou dan gao,bureau_30303078,voting_lists
2854,30303,toutou jaka 1,bureau_30303079,voting_lists
2855,30303,toutou jaka 2,bureau_30303080,voting_lists
2856,30303,toudou fatake,bureau_30303081,voting_lists
2857,30303,tinidiri,bureau_30303082,voting_lists
2858,30303,sadouna bargoumawa,bureau_30303083,voting_lists
2859,30303,sadouna magorawa,bureau_30303084,voting_lists
2860,30303,sadouna samna,bureau_30303085,voting_lists
2861,30303,toullou arewa,bureau_30303086,voting_lists
2862,30303,yelmi bagigue,bureau_30303087,voting_lists
2863,30303,yelmi ahmad,bureau_30303088,voting_lists
2864,30303,yelmi roubou kawe,bureau_30303089,voting_lists
2865,30303,yelwa,bureau_30303090,voting_lists
2866,30303,wakazouwa,bureau_30303091,voting_lists
2867,30303,walwala,bureau_30303092,voting_lists
2868,30303,woutia,bureau_30303093,voting_lists
2869,30303,zougoura,bureau_30303094,voting_lists
2870,30303,baleka takara,bureau_30303095,voting_lists
2871,30303,bazarme,bureau_30303096,voting_lists
2872,30303,dogonkirya,bureau_30303097,voting_lists
2873,30304,rey rey 1,bureau_30304001,voting_lists
2874,30304,rey rey 2,bureau_30304002,voting_lists
2875,30304,rey rey 3,bureau_30304003,voting_lists
2876,30304,kieche 1,bureau_30304004,voting_lists
2877,30304,kouakorin,bureau_30304005,voting_lists
2878,30304,kieche 2,bureau_30304006,voting_lists
2879,30304,kieche 3,bureau_30304007,voting_lists
2880,30304,kieche 4,bureau_30304008,voting_lists
2881,30304,gagila mai fala 1,bureau_30304009,voting_lists
2882,30304,gagila mai fala 2,bureau_30304010,voting_lists
2883,30304,illela argou mawa,bureau_30304011,voting_lists
2884,30304,baoursaye,bureau_30304012,voting_lists
2885,30304,bourgouzou,bureau_30304013,voting_lists
2886,30304,rouda adoua,bureau_30304014,voting_lists
2887,30304,garin beidou,bureau_30304015,voting_lists
2888,30304,takare,bureau_30304016,voting_lists
2889,30304,angoual na ana,bureau_30304017,voting_lists
2890,30304,arangue,bureau_30304018,voting_lists
2891,30304,tsalle illela,bureau_30304019,voting_lists
2892,30304,kallon mota,bureau_30304020,voting_lists
2893,30304,dogon gao,bureau_30304021,voting_lists
2894,30304,garin guero,bureau_30304022,voting_lists
2895,30304,takouidawa,bureau_30304023,voting_lists
2896,30304,makera,bureau_30304024,voting_lists
2897,30304,bakarkassa,bureau_30304025,voting_lists
2898,30304,illela gooudia 1,bureau_30304026,voting_lists
2899,30304,illela gooudia 2,bureau_30304027,voting_lists
2900,30304,jigouala peulh,bureau_30304028,voting_lists
2901,30304,bado kissake 1,bureau_30304029,voting_lists
2902,30304,bado kissake 2,bureau_30304030,voting_lists
2903,30304,garin dianta,bureau_30304031,voting_lists
2904,30304,tsandrawa,bureau_30304032,voting_lists
2905,30304,bakin tapki 1,bureau_30304033,voting_lists
2906,30304,bakin tapki 2,bureau_30304034,voting_lists
2907,30304,birey garey,bureau_30304035,voting_lists
2908,30304,dabogin,bureau_30304036,voting_lists
2909,30304,arangue peulh,bureau_30304037,voting_lists
2910,30304,bakin tapki 3,bureau_30304038,voting_lists
2911,30304,gouala 1,bureau_30304039,voting_lists
2912,30304,gouala 2,bureau_30304040,voting_lists
2913,30304,tombo kasso 1,bureau_30304041,voting_lists
2914,30304,tombo kasso 2,bureau_30304042,voting_lists
2915,30304,makouassa,bureau_30304043,voting_lists
2916,30304,bakar kassa,bureau_30304044,voting_lists
2917,30304,maizourouroua,bureau_30304045,voting_lists
2918,30304,angoual na ana,bureau_30304046,voting_lists
2919,30304,dan garin,bureau_30304047,voting_lists
2920,30304,garin geji 1,bureau_30304048,voting_lists
2921,30304,garin geji 2,bureau_30304049,voting_lists
2922,30304,tombogataou 1,bureau_30304050,voting_lists
2923,30304,tombogataou 2,bureau_30304051,voting_lists
2924,30304,takouidawa,bureau_30304052,voting_lists
2925,30304,kouakor‹©,bureau_30304053,voting_lists
2926,30304,hoummawa,bureau_30304054,voting_lists
2927,30304,tsamia,bureau_30304055,voting_lists
2928,30304,konkorindo,bureau_30304056,voting_lists
2929,30304,mazoubi 1,bureau_30304057,voting_lists
2930,30304,mazoubi 2,bureau_30304058,voting_lists
2931,30304,garin elou,bureau_30304059,voting_lists
2932,30304,jigola 1,bureau_30304060,voting_lists
2933,30304,jigola 2,bureau_30304061,voting_lists
2934,30304,kassari guimba,bureau_30304062,voting_lists
2935,30304,rouga belohi,bureau_30304063,voting_lists
2936,30304,hoummawa,bureau_30304064,voting_lists
2937,30305,bozarawa 1,bureau_30305001,voting_lists
2938,30305,bozarawa 2,bureau_30305002,voting_lists
2939,30305,bozarawa 3,bureau_30305003,voting_lists
2940,30305,bozarawa 4,bureau_30305004,voting_lists
2941,30305,bozarawa 5,bureau_30305005,voting_lists
2942,30305,danleyni 1,bureau_30305006,voting_lists
2943,30305,danleyni 2,bureau_30305007,voting_lists
2944,30305,danleyni 3,bureau_30305008,voting_lists
2945,30305,danleyni 4,bureau_30305009,voting_lists
2946,30305,danleyni 5,bureau_30305010,voting_lists
2947,30305,gabass 1,bureau_30305011,voting_lists
2948,30305,gabass 2,bureau_30305012,voting_lists
2949,30305,gabass 3,bureau_30305013,voting_lists
2950,30305,gabass 4,bureau_30305014,voting_lists
2951,30305,gabass 5,bureau_30305015,voting_lists
2952,30305,bilawa 1,bureau_30305016,voting_lists
2953,30305,bilawa 2,bureau_30305017,voting_lists
2954,30305,bilawa 3,bureau_30305018,voting_lists
2955,30305,guebe 1,bureau_30305019,voting_lists
2956,30305,guebe 2,bureau_30305020,voting_lists
2957,30305,guebe 3,bureau_30305021,voting_lists
2958,30305,kambarawa 1,bureau_30305022,voting_lists
2959,30305,kambarawa 2,bureau_30305023,voting_lists
2960,30305,kambarawa 3,bureau_30305024,voting_lists
2961,30305,kambarawa 4,bureau_30305025,voting_lists
2962,30305,tchedia,bureau_30305026,voting_lists
2963,30305,adoua,bureau_30305027,voting_lists
2964,30305,massalatchi,bureau_30305028,voting_lists
2965,30305,angoual toudou,bureau_30305029,voting_lists
2966,30305,yerimawa,bureau_30305030,voting_lists
2967,30305,zaoure 1,bureau_30305031,voting_lists
2968,30305,zaoure 2,bureau_30305032,voting_lists
2969,30305,bare bari 1,bureau_30305033,voting_lists
2970,30305,bare bari 2,bureau_30305034,voting_lists
2971,30305,bare bari 3,bureau_30305035,voting_lists
2972,30305,bagagi 1,bureau_30305036,voting_lists
2973,30305,bagagi 2,bureau_30305037,voting_lists
2974,30305,bagagi 3,bureau_30305038,voting_lists
2975,30305,mai bizaza,bureau_30305039,voting_lists
2976,30305,gaouna,bureau_30305040,voting_lists
2977,30305,sabongari bagagi,bureau_30305041,voting_lists
2978,30305,zagone,bureau_30305042,voting_lists
2979,30305,ainahi,bureau_30305043,voting_lists
2980,30305,soukoudou,bureau_30305044,voting_lists
2981,30305,dagazaria,bureau_30305045,voting_lists
2982,30305,kasko,bureau_30305046,voting_lists
2983,30305,kasko peulh,bureau_30305047,voting_lists
2984,30305,carr‹© maida 1,bureau_30305048,voting_lists
2985,30305,carr‹© maida 2,bureau_30305049,voting_lists
2986,30305,mai flalaley,bureau_30305050,voting_lists
2987,30305,goriba,bureau_30305051,voting_lists
2988,30305,guezagna 1,bureau_30305052,voting_lists
2989,30305,guezagna 2,bureau_30305053,voting_lists
2990,30305,kanfata,bureau_30305054,voting_lists
2991,30305,baringo,bureau_30305055,voting_lists
2992,30305,tounfafi,bureau_30305056,voting_lists
2993,30305,angoual kodaye 1,bureau_30305057,voting_lists
2994,30305,angoual kodaye 2,bureau_30305058,voting_lists
2995,30305,kouhan kouka arawa,bureau_30305059,voting_lists
2996,30305,garin gouala,bureau_30305060,voting_lists
2997,30305,sabarou,bureau_30305061,voting_lists
2998,30305,garin mareye,bureau_30305062,voting_lists
2999,30305,salga toulli,bureau_30305063,voting_lists
3000,30305,salga sabongari,bureau_30305064,voting_lists
3001,30305,koukoki bouzou 1,bureau_30305065,voting_lists
3002,30305,koukoki bouzou 2,bureau_30305066,voting_lists
3003,30305,karki dan takounda,bureau_30305067,voting_lists
3004,30305,garin nabara,bureau_30305068,voting_lists
3005,30305,garin bando,bureau_30305069,voting_lists
3006,30305,garanga 1,bureau_30305070,voting_lists
3007,30305,garanga 2,bureau_30305071,voting_lists
3008,30305,garanga 3,bureau_30305072,voting_lists
3009,30305,angoual kara 1,bureau_30305073,voting_lists
3010,30305,angoual kara 2,bureau_30305074,voting_lists
3011,30305,daganey,bureau_30305075,voting_lists
3012,30305,garin bohari,bureau_30305076,voting_lists
3013,30305,natchira,bureau_30305077,voting_lists
3014,30305,mazarkola 1,bureau_30305078,voting_lists
3015,30305,mazarkola 2,bureau_30305079,voting_lists
3016,30305,mazarkola 3,bureau_30305080,voting_lists
3017,30305,djinar garin zaroumey,bureau_30305081,voting_lists
3018,30305,makera,bureau_30305082,voting_lists
3019,30305,pompo 1,bureau_30305083,voting_lists
3020,30305,pompo 2,bureau_30305084,voting_lists
3021,30305,roumbouki doubalma,bureau_30305085,voting_lists
3022,30305,doubalma guida,bureau_30305086,voting_lists
3023,30305,garin bana,bureau_30305087,voting_lists
3024,30305,carr‹© roumbouki 1,bureau_30305088,voting_lists
3025,30305,carr‹© roumbouki 2,bureau_30305089,voting_lists
3026,30305,madatta 1,bureau_30305090,voting_lists
3027,30305,madatta 2,bureau_30305091,voting_lists
3028,30305,maikiemare,bureau_30305092,voting_lists
3029,30305,roumbouki lokoyo 1,bureau_30305093,voting_lists
3030,30305,roumbouki lokoyo 2,bureau_30305094,voting_lists
3031,30305,salga toulli,bureau_30305095,voting_lists
3032,30305,doumme 1,bureau_30305096,voting_lists
3033,30305,doumme 2,bureau_30305097,voting_lists
3034,30305,toullae,bureau_30305098,voting_lists
3035,30305,amouke,bureau_30305099,voting_lists
3036,30305,mada,bureau_30305100,voting_lists
3037,30305,karki,bureau_30305101,voting_lists
3038,30305,haoussawa,bureau_30305102,voting_lists
3039,30305,kalgo,bureau_30305103,voting_lists
3040,30305,sabongari oumarou,bureau_30305104,voting_lists
3041,30305,doundaye,bureau_30305105,voting_lists
3042,30305,gangare,bureau_30305106,voting_lists
3043,30305,dogarbou,bureau_30305107,voting_lists
3044,30305,bena allahyi,bureau_30305108,voting_lists
3045,30305,tagara 1,bureau_30305109,voting_lists
3046,30305,tagara 2,bureau_30305110,voting_lists
3047,30305,rigia zangui,bureau_30305111,voting_lists
3048,30305,kore dare,bureau_30305112,voting_lists
3049,30305,koukadim,bureau_30305113,voting_lists
3050,30305,saouna garin arziki,bureau_30305114,voting_lists
3051,30305,bingueretta,bureau_30305115,voting_lists
3052,30305,garin chaibou,bureau_30305116,voting_lists
3053,30305,garin yacouba,bureau_30305117,voting_lists
3054,30305,salga mai gao,bureau_30305118,voting_lists
3055,30305,garin kemche,bureau_30305119,voting_lists
3056,30305,kambarawa,bureau_30305120,voting_lists
3057,30306,koiurouroube,bureau_30306001,voting_lists
3058,30306,yamey,bureau_30306002,voting_lists
3059,30306,kantcha 1,bureau_30306003,voting_lists
3060,30306,sounkourou,bureau_30306004,voting_lists
3061,30306,baraya bohari,bureau_30306005,voting_lists
3062,30306,bagigi,bureau_30306006,voting_lists
3063,30306,tsaouna,bureau_30306007,voting_lists
3064,30306,gabirga guida 1,bureau_30306008,voting_lists
3065,30306,gabirga guida 2,bureau_30306009,voting_lists
3066,30306,gadirga garin alhassane,bureau_30306010,voting_lists
3067,30306,maiguebe,bureau_30306011,voting_lists
3068,30306,wadata maiguebe,bureau_30306012,voting_lists
3069,30306,zango goudey,bureau_30306013,voting_lists
3070,30306,soucoucoutane 1,bureau_30306014,voting_lists
3071,30306,soucoucoutane 2,bureau_30306015,voting_lists
3072,30306,soucoucoutane 3,bureau_30306016,voting_lists
3073,30306,soucoucoutane 4,bureau_30306017,voting_lists
3074,30306,soucoucoutane 5,bureau_30306018,voting_lists
3075,30306,ague korey goumandey,bureau_30306019,voting_lists
3076,30306,baraya saidou,bureau_30306020,voting_lists
3077,30306,belaye,bureau_30306021,voting_lists
3078,30306,ague dagna,bureau_30306022,voting_lists
3079,30306,adoua kessa 1,bureau_30306023,voting_lists
3080,30306,adoua kessa 2,bureau_30306024,voting_lists
3081,30306,roumboukawa,bureau_30306025,voting_lists
3082,30306,sabara,bureau_30306026,voting_lists
3083,30306,marina 1,bureau_30306027,voting_lists
3084,30306,marina 2,bureau_30306028,voting_lists
3085,30306,tarssossa,bureau_30306029,voting_lists
3086,30306,djaria,bureau_30306030,voting_lists
3087,30306,don gari,bureau_30306031,voting_lists
3088,30306,awadata dogo gari,bureau_30306032,voting_lists
3089,30306,kolifo 1,bureau_30306033,voting_lists
3090,30306,kolifo 2,bureau_30306034,voting_lists
3091,30306,toudoun gawon,bureau_30306035,voting_lists
3092,30306,toudoun gao 1,bureau_30306036,voting_lists
3093,30306,toundou gao 2,bureau_30306037,voting_lists
3094,30306,bawada,bureau_30306038,voting_lists
3095,30306,boria makera,bureau_30306039,voting_lists
3096,30306,roumbou kouare peulh,bureau_30306040,voting_lists
3097,30306,kadango 1,bureau_30306041,voting_lists
3098,30306,kadango 2,bureau_30306042,voting_lists
3099,30306,kiada adouwoyi,bureau_30306043,voting_lists
3100,30306,warka,bureau_30306044,voting_lists
3101,30306,kiada goumandey,bureau_30306045,voting_lists
3102,30306,kiada kore goumandey,bureau_30306046,voting_lists
3103,30306,tsadare(toulou),bureau_30306047,voting_lists
3104,30306,doubalma illela,bureau_30306048,voting_lists
3105,30306,koudou kaina,bureau_30306049,voting_lists
3106,30306,doubalma makera,bureau_30306050,voting_lists
3107,30306,tsakaiba,bureau_30306051,voting_lists
3108,30306,toudoun baouchi,bureau_30306052,voting_lists
3109,30306,kouassey 1,bureau_30306053,voting_lists
3110,30306,kouassey 2,bureau_30306054,voting_lists
3111,30306,birni lokoyo peulh,bureau_30306055,voting_lists
3112,30306,toulaye doubalma 1,bureau_30306056,voting_lists
3113,30306,toulaye,bureau_30306057,voting_lists
3114,30306,garin baage,bureau_30306058,voting_lists
3115,30306,nassarawa 1,bureau_30306059,voting_lists
3116,30306,nassarawa 2,bureau_30306060,voting_lists
3117,30306,tsagage sabon gari,bureau_30306061,voting_lists
3118,30306,kaiwa,bureau_30306062,voting_lists
3119,30306,kimassa,bureau_30306063,voting_lists
3120,30401,fada 1,bureau_30401001,voting_lists
3121,30401,fada 2,bureau_30401002,voting_lists
3122,30401,fada 3,bureau_30401003,voting_lists
3123,30401,fada 4,bureau_30401004,voting_lists
3124,30401,fada 5,bureau_30401005,voting_lists
3125,30401,fada 6,bureau_30401006,voting_lists
3126,30401,sirinbeye 1,bureau_30401007,voting_lists
3127,30401,sirinbeye 2,bureau_30401008,voting_lists
3128,30401,sirinbeye 3,bureau_30401009,voting_lists
3129,30401,sirinbeye 4,bureau_30401010,voting_lists
3130,30401,sirinbeye 5,bureau_30401011,voting_lists
3131,30401,sirinbeye 6,bureau_30401012,voting_lists
3132,30401,sirinbeye 7,bureau_30401013,voting_lists
3133,30401,sirinbeye 8,bureau_30401014,voting_lists
3134,30401,sirinbeye 9,bureau_30401015,voting_lists
3135,30401,koira tegui 1,bureau_30401016,voting_lists
3136,30401,koira tegui 2,bureau_30401017,voting_lists
3137,30401,koira tegui 3,bureau_30401018,voting_lists
3138,30401,koira tegui 4,bureau_30401019,voting_lists
3139,30401,koira tegui 5,bureau_30401020,voting_lists
3140,30401,koira tegui 6,bureau_30401021,voting_lists
3141,30401,koira tegui 7,bureau_30401022,voting_lists
3142,30401,tondobon 1,bureau_30401023,voting_lists
3143,30401,tondobon 2,bureau_30401024,voting_lists
3144,30401,tondobon 3,bureau_30401025,voting_lists
3145,30401,tondobon 4,bureau_30401026,voting_lists
3146,30401,tondobon 5,bureau_30401027,voting_lists
3147,30401,tondobon 6,bureau_30401028,voting_lists
3148,30401,oudounkoukou 1,bureau_30401029,voting_lists
3149,30401,oudounkoukou 2,bureau_30401030,voting_lists
3150,30401,oudounkoukou 3,bureau_30401031,voting_lists
3151,30401,oudounkoukou 4,bureau_30401032,voting_lists
3152,30401,banizoumbou 1,bureau_30401033,voting_lists
3153,30401,banizoumbou 2,bureau_30401034,voting_lists
3154,30401,banizoumbou 3,bureau_30401035,voting_lists
3155,30401,banizoumbou 4,bureau_30401036,voting_lists
3156,30401,banizoumbou 5,bureau_30401037,voting_lists
3157,30401,banizoumbou 6,bureau_30401038,voting_lists
3158,30401,banizoumbou 7,bureau_30401039,voting_lists
3159,30401,banizoumbou 8,bureau_30401040,voting_lists
3160,30401,banizoumbou 9,bureau_30401041,voting_lists
3161,30401,mandj‹© koira 1,bureau_30401042,voting_lists
3162,30401,mandj‹© koira 2,bureau_30401043,voting_lists
3163,30401,mandj‹© koira 3,bureau_30401044,voting_lists
3164,30401,mandj‹© koira 4,bureau_30401045,voting_lists
3165,30401,mandj‹© koira 5,bureau_30401046,voting_lists
3166,30401,mandj‹© koira 6,bureau_30401047,voting_lists
3167,30401,mandj‹© koira 7,bureau_30401048,voting_lists
3168,30401,mandj‹© koira 8,bureau_30401049,voting_lists
3169,30401,zongo 1,bureau_30401050,voting_lists
3170,30401,zongo 2,bureau_30401051,voting_lists
3171,30401,dosso b‹©ri 1,bureau_30401052,voting_lists
3172,30401,dosso b‹©ri 2,bureau_30401053,voting_lists
3173,30401,dosso b‹©ri 3,bureau_30401054,voting_lists
3174,30401,kour‹© sakaou,bureau_30401055,voting_lists
3175,30401,kour‹© kobodey,bureau_30401056,voting_lists
3176,30401,kour‹© maliki,bureau_30401057,voting_lists
3177,30401,takamargou,bureau_30401058,voting_lists
3178,30401,deytagui niandou,bureau_30401059,voting_lists
3179,30401,niouga 1,bureau_30401060,voting_lists
3180,30401,niouga 2,bureau_30401061,voting_lists
3181,30401,koygorou 1,bureau_30401062,voting_lists
3182,30401,koygorou 2,bureau_30401063,voting_lists
3183,30401,koygorou 3,bureau_30401064,voting_lists
3184,30401,kouka,bureau_30401065,voting_lists
3185,30401,banikane,bureau_30401066,voting_lists
3186,30401,deygorou 1,bureau_30401067,voting_lists
3187,30401,deygorou 2,bureau_30401068,voting_lists
3188,30401,farandey 1,bureau_30401069,voting_lists
3189,30401,farandey 2,bureau_30401070,voting_lists
3190,30401,fada z‹©no,bureau_30401071,voting_lists
3191,30401,banikane,bureau_30401072,voting_lists
3192,30401,fodd‹© b‹©ri,bureau_30401073,voting_lists
3193,30401,n'guid‹© 1,bureau_30401074,voting_lists
3194,30401,n'guid‹© 2,bureau_30401075,voting_lists
3195,30401,bari bonkay,bureau_30401076,voting_lists
3196,30401,banikane tialli,bureau_30401077,voting_lists
3197,30401,boukata koira,bureau_30401078,voting_lists
3198,30401,tokorko,bureau_30401079,voting_lists
3199,30401,tombo kirey 1,bureau_30401080,voting_lists
3200,30401,tombo kirey 2,bureau_30401081,voting_lists
3201,30401,tombo kirey 3,bureau_30401082,voting_lists
3202,30401,kountoudey 1,bureau_30401083,voting_lists
3203,30401,kountoudey 2,bureau_30401084,voting_lists
3204,30401,goroubanda karimou,bureau_30401085,voting_lists
3205,30401,tidirka 1,bureau_30401086,voting_lists
3206,30401,tidirka 2,bureau_30401087,voting_lists
3207,30401,tidirka 3,bureau_30401088,voting_lists
3208,30401,koumbakamargou 1,bureau_30401089,voting_lists
3209,30401,koumbakamargou 2,bureau_30401090,voting_lists
3210,30401,tounga tidirka,bureau_30401091,voting_lists
3211,30401,kofadey,bureau_30401092,voting_lists
3212,30401,zamodey,bureau_30401093,voting_lists
3213,30401,72 ‹¬ bataillon,bureau_30401094,voting_lists
3214,30401,73 ‹¬ bataillon,bureau_30401095,voting_lists
3215,30401,agali 1,bureau_30401096,voting_lists
3216,30401,agali 2,bureau_30401097,voting_lists
3217,30401,tchambanga 1,bureau_30401098,voting_lists
3218,30401,tchambanga 2,bureau_30401099,voting_lists
3219,30401,darey maliki 1,bureau_30401100,voting_lists
3220,30401,darey maliki 2,bureau_30401101,voting_lists
3221,30401,darey maliki 3,bureau_30401102,voting_lists
3222,30401,gara bani b‹©ri,bureau_30401103,voting_lists
3223,30401,koinan daga,bureau_30401104,voting_lists
3224,30401,koira tegui,bureau_30401105,voting_lists
3225,30401,fada,bureau_30401106,voting_lists
3226,30401,mandj‹© koira 1,bureau_30401107,voting_lists
3227,30401,mandj‹© koira 2,bureau_30401108,voting_lists
3228,30401,banizoumbou,bureau_30401109,voting_lists
3229,30401,gollekoye koira,bureau_30401110,voting_lists
3230,30401,banikane,bureau_30401111,voting_lists
3231,30402,faney 1,bureau_30402001,voting_lists
3232,30402,faney 2,bureau_30402002,voting_lists
3233,30402,talibi birgui,bureau_30402003,voting_lists
3234,30402,katti i,bureau_30402004,voting_lists
3235,30402,katti ii,bureau_30402005,voting_lists
3236,30402,goroudey,bureau_30402006,voting_lists
3237,30402,garbey tombo,bureau_30402007,voting_lists
3238,30402,bella,bureau_30402008,voting_lists
3239,30402,koy‹© tagui,bureau_30402009,voting_lists
3240,30402,moribane i,bureau_30402010,voting_lists
3241,30402,moribane ii,bureau_30402011,voting_lists
3242,30402,banizoumbou siddo,bureau_30402012,voting_lists
3243,30402,siddo gorou,bureau_30402013,voting_lists
3244,30402,gonga karimou,bureau_30402014,voting_lists
3245,30402,dongo dongo,bureau_30402015,voting_lists
3246,30402,mayaki koara,bureau_30402016,voting_lists
3247,30402,kigoudou koara,bureau_30402017,voting_lists
3248,30402,mad‹© kaibo koara,bureau_30402018,voting_lists
3249,30402,bouka gorou,bureau_30402019,voting_lists
3250,30402,boundo ki,bureau_30402020,voting_lists
3251,30402,guimba tombo,bureau_30402021,voting_lists
3252,30402,talibi locufay‹©,bureau_30402022,voting_lists
3253,30402,baraz‹© gorou,bureau_30402023,voting_lists
3254,30402,loute kirava,bureau_30402024,voting_lists
3255,30402,singui bossey 1,bureau_30402025,voting_lists
